otu	sim	del	ins	mis	len	score	hit
1647	denovo551	75.49	13	11	51	306	425.5	I4_FN561562
1648	denovo3789	73.73	13	12	42	255	426	A112_AF184949
1649	denovo793	72.55	14	13	43	255	426	A113_AF184948
1650	denovo128	74.65	11	11	50	284	426	F110_AJ291526
1651	denovo4799	71.83	15	11	54	284	426	F110_AJ291526
1652	denovo3865	74.91	16	11	45	287	426	E100_DQ011618
1653	denovo3553	77.89	15	11	39	294	426	F5.2_AM748594;F5.2b_AM748595
1654	denovo2092	76.53	9	13	47	294	426	F5.1_AM748592
1655	denovo5096	76.53	9	13	47	294	426	F5.1_AM748592
1656	denovo4727	75.51	9	11	52	294	426	F5.1b_AJ291535
1657	denovo50	72.88	10	14	56	295	426	F3.4a_AM748571
1658	denovo4854	77.59	12	10	45	299	426	F3.2a_AM748568
1659	denovo3693	73.68	14	14	52	304	426	F3.1a_AM748566
1660	denovo351	74.01	14	12	53	304	426	F114_AJ291525
1661	denovo4727	77.45	14	18	37	306	426	I4_FN561562
1662	denovo2535	74.51	12	13	53	306	426	I3_FN561561
1663	denovo2244	73.83	18	14	35	256	426.5	A135_DQ174727
1664	denovo5494	73.83	18	14	35	256	426.5	A135_DQ174727
1665	denovo1354	77.29	15	12	40	295	426.5	F3.4b_AM748616
1666	denovo325	75.92	17	15	40	299	426.5	F3.2a_AM748568
1667	denovo4949	77.45	14	20	35	306	426.5	I2_FN561560
1668	denovo2740	76.8	11	15	45	306	426.5	I4_FN561562
1669	denovo205	76.14	13	13	47	306	426.5	I2_FN561560
1670	denovo4395	73.86	14	14	52	306	426.5	I1_FN561559
1671	denovo2856	76.8	11	14	33	250	427	A11_EU449041
1672	denovo4920	76.8	11	14	33	250	427	A11_EU449041
1673	denovo5455	71.76	14	12	46	255	427	A112_AF184949
1674	denovo2239	74.73	11	11	49	281	427	F111_AJ311949
1675	denovo4861	73.81	14	15	48	294	427	F5.2d_AJ291530
1676	denovo1284	77.78	11	12	45	306	427	I3_FN561561
1677	denovo74	75.82	11	11	52	306	427	I4_FN561562
1678	denovo4099	71.57	13	13	61	306	427	I1_FN561559
1679	denovo885	74.9	15	8	41	255	427.5	A113_AF184948
1680	denovo3247	76.19	12	14	44	294	427.5	F1_JN558066
1681	denovo282	76.87	9	13	46	294	427.5	F5.1_AM748592
1682	denovo5571	73.81	13	11	53	294	427.5	F5.1_AM748592
1683	denovo3203	78.6	16	15	33	299	427.5	F3.2a_AM748568
1684	denovo5217	76.32	11	18	43	304	427.5	F3.1_AM748565
1685	denovo2390	74.34	15	14	49	304	427.5	F114_AJ291525
1686	denovo5463	75.49	13	14	48	306	427.5	I3_FN561561
1687	denovo1425	74.18	14	16	49	306	427.5	I4_FN561562;I3_FN561561
1688	denovo1549	74.18	14	16	49	306	427.5	I4_FN561562;I3_FN561561
1689	denovo4842	75.16	13	11	52	306	427.5	I4_FN561562;I3_FN561561
1690	denovo4503	73.53	14	14	53	306	427.5	I3_FN561561
1691	denovo1058	73.86	11	16	53	306	427.5	I4_FN561562
1692	denovo2657	78.04	12	12	32	255	428	A128_EF656430
1693	denovo5305	76.08	14	9	38	255	428	A128_EF656430;A110_AB190282
1694	denovo1068	73.73	18	11	38	255	428	A128_EF656430
1695	denovo1344	73.59	14	10	51	284	428	F110_AJ291526
1696	denovo1529	77.7	8	12	44	287	428	G3.4_LK392378
1697	denovo3720	75.35	16	13	42	288	428	B6_AF499783
1698	denovo722	75.35	16	13	42	288	428	B6_AF499783
1699	denovo358	76.53	14	15	40	294	428	F5.1d_JN558069
1700	denovo4807	76.53	14	15	40	294	428	F5.1d_JN558069
1701	denovo3453	73.47	13	14	51	294	428	F5.2g_JN558072
1702	denovo557	73.81	11	13	53	294	428	F1_JN558066
1703	denovo2841	71.77	10	13	60	294	428	F5.1c_AM748593
1704	denovo2444	69.73	13	6	70	294	428	F5.1d_JN558069
1705	denovo3908	75.25	13	10	50	295	428	F3.3_AM748569
1706	denovo4697	76.92	12	14	43	299	428	F3.2a_AM748568
1707	denovo3453	76.97	13	15	42	304	428	F3.1_AM748565
1708	denovo5267	75	13	13	50	304	428	F3.1a_AM748566
1709	denovo3753	75.33	10	9	56	304	428	F114_AJ291525
1710	denovo4168	72.37	10	12	62	304	428	F3.1_AM748565;F3.1a_AM748566;F114_AJ291525
1711	denovo5267	76.8	12	12	47	306	428	I4_FN561562
1712	denovo4026	74.84	11	16	50	306	428	I1_FN561559
1713	denovo4026	74.18	10	17	52	306	428	I2_FN561560
1714	denovo185	71.9	14	14	58	306	428	I1_FN561559
1715	denovo721	76.59	11	11	37	252	428.5	A121_DQ174722
1716	denovo2789	78.43	13	10	32	255	428.5	A104_AB207203
1717	denovo4801	72.94	16	9	44	255	428.5	A113_AF184948
1718	denovo558	76.17	16	11	34	256	428.5	A136_DQ865210
1719	denovo2275	75.44	12	12	45	281	428.5	F112_AJ291528;F4.1_AM748572
1720	denovo3913	75.53	13	13	43	282	428.5	F4.4_AM748582
1721	denovo1673	75.35	16	8	46	284	428.5	F110_AJ291526
1722	denovo865	75.35	16	8	46	284	428.5	F110_AJ291526
1723	denovo1315	76.39	12	12	44	288	428.5	B14_AY239362
1724	denovo1500	73.7	15	11	50	289	428.5	B11_AY239361
1725	denovo5373	76.19	13	12	45	294	428.5	F5.1_AM748592
1726	denovo3625	72.79	17	11	52	294	428.5	F5.1d_JN558069
1727	denovo2083	72.54	14	10	57	295	428.5	F3.4_AM748570;F3.4b_AM748616
1728	denovo1277	76.25	11	8	52	299	428.5	F3.2_AM748567
1729	denovo4384	75.82	11	10	53	306	428.5	I2_FN561560
1730	denovo3852	73.86	16	11	53	306	428.5	I1_FN561559
1731	denovo118	72.55	11	9	50	255	429	A113_AF184948
1732	denovo1209	75	15	10	46	284	429	F4.8b_AM748590
1733	denovo5123	73.59	14	12	49	284	429	F110_AJ291526
1734	denovo2487	73.24	11	12	53	284	429	F109_AJ291527
1735	denovo2205	71.48	8	16	57	284	429	F110_AJ291526
1736	denovo3607	71.48	8	16	57	284	429	F110_AJ291526
1737	denovo4170	71.48	8	16	57	284	429	F110_AJ291526
1738	denovo1346	75	15	13	45	292	429	F2a_AJ830911
1739	denovo874	75	15	13	45	292	429	F2a_AJ830911
1740	denovo1257	80.95	9	13	34	294	429	F5.2d_AJ291530;F5.2_AM748594;F5.2b_AM748595
1741	denovo3824	76.87	15	16	37	294	429	F1_JN558066
1742	denovo2303	75.17	13	17	43	294	429	F5.1a_AM748591;F5.1b_AJ291535
1743	denovo708	75.85	12	15	44	294	429	F5.1a_AM748591;F5.1b_AJ291535
1744	denovo2303	73.47	13	14	51	294	429	F5.2g_JN558072
1745	denovo241	73.22	17	15	47	295	429	F3.4_AM748570;F3.4b_AM748616
1746	denovo4777	76.47	12	14	46	306	429	I3_FN561561
1747	denovo3618	73.2	8	13	61	306	429	I1_FN561559
1748	denovo5123	72.88	9	8	66	306	429	I3_FN561561
1749	denovo4281	75.2	12	9	41	250	429.5	A11_EU449041
1750	denovo2637	76.47	15	7	38	255	429.5	A9_EU449028
1751	denovo362	76.08	8	13	40	255	429.5	A105_AB207202
1752	denovo4811	72.16	13	11	47	255	429.5	A4_AF333509
1753	denovo2788	77.34	15	10	33	256	429.5	A136_DQ865210
1754	denovo2263	74.02	12	15	46	281	429.5	F112_AJ291528;F4.1_AM748572;F4.1a_AM748573
1755	denovo4315	72.95	11	9	56	281	429.5	F112_AJ291528
1756	denovo3109	77.82	15	12	36	284	429.5	F110_AJ291526
1757	denovo1020	75.7	13	14	42	284	429.5	F110_AJ291526
1758	denovo4848	73.24	17	11	48	284	429.5	B23_EU449079
1759	denovo3410	75.61	10	13	47	287	429.5	E100_DQ011618
1760	denovo4743	75.17	12	14	47	294	429.5	F5.1d_JN558069
1761	denovo603	73.13	9	17	53	294	429.5	F5.2f_AJ291512
1762	denovo3468	73.22	19	13	47	295	429.5	F3.4b_AM748616
1763	denovo25	73.56	15	14	49	295	429.5	F3.4b_AM748616
1764	denovo1419	73.58	16	13	50	299	429.5	F3.2a_AM748568
1765	denovo2855	73.58	12	12	55	299	429.5	F3.2a_AM748568
1766	denovo131	72.24	10	17	56	299	429.5	F3.2a_AM748568
1767	denovo1982	72.24	12	14	57	299	429.5	F3.2a_AM748568
1768	denovo5406	76.64	13	12	46	304	429.5	F3.1_AM748565
1769	denovo1774	76.64	12	13	46	304	429.5	F3.1_AM748565
1770	denovo1900	74.67	13	16	48	304	429.5	F3.1_AM748565;F114_AJ291525
1771	denovo1017	77.45	11	15	43	306	429.5	I4_FN561562
1772	denovo3860	77.45	10	15	44	306	429.5	I2_FN561560
1773	denovo718	75.49	14	14	47	306	429.5	I1_FN561559
1774	denovo1471	73.86	15	10	55	306	429.5	I4_FN561562;I3_FN561561
1775	denovo3814	70.52	16	7	51	251	430	A154_EU074860
1776	denovo3814	73.33	18	9	41	255	430	A12_EU792883
1777	denovo1507	74.51	11	13	41	255	430	A129_EF656431;A128_EF656430
1778	denovo91	73.73	17	8	42	255	430	A112_AF184949
1779	denovo4959	74.12	15	9	42	255	430	A105_AB207202
1780	denovo5586	75.29	11	10	42	255	430	A103_AB207206;A128_EF656430;A1.3_HE578976;A12_EU792883
1781	denovo4582	77.82	15	12	36	284	430	F110_AJ291526
1782	denovo1377	72.54	15	13	50	284	430	E111_EU074915
1783	denovo3981	75.51	15	10	47	294	430	F5.1c_AM748593
1784	denovo3444	75.25	14	13	47	299	430	F3.2a_AM748568
1785	denovo259	74.25	12	16	49	299	430	F3.2a_AM748568
1786	denovo786	74.25	11	13	53	299	430	F3.2a_AM748568
1787	denovo3922	72.91	12	13	56	299	430	F3.2a_AM748568
1788	denovo3486	72.91	11	13	57	299	430	F3.2a_AM748568
1789	denovo1801	73.03	14	12	56	304	430	F3.1a_AM748566
1790	denovo1806	75.2	18	8	36	250	430.5	A11_EU449041
1791	denovo3319	76	14	10	36	250	430.5	A11_EU449041
1792	denovo4351	76.59	16	12	31	252	430.5	A121_DQ174722
1793	denovo5092	72.55	15	11	44	255	430.5	A4_AF333509
1794	denovo1782	72.16	16	10	45	255	430.5	A12_EU792883
1795	denovo1603	73.59	15	9	51	284	430.5	B23_EU449079
1796	denovo5523	73.59	15	9	51	284	430.5	B23_EU449079
1797	denovo4973	72.54	9	10	59	284	430.5	F4.5_AM748585
1798	denovo2370	72.38	9	15	55	286	430.5	E113_EU074908
1799	denovo1872	73.52	13	8	55	287	430.5	E108_EU074912
1800	denovo2697	76.64	12	12	47	304	430.5	F3.1_AM748565
1801	denovo3677	76.64	12	12	47	304	430.5	F3.1_AM748565
1802	denovo5515	76.47	10	15	47	306	430.5	I4_FN561562
1803	denovo549	77.72	8	19	55	368	430.5	D1.1_AM748564
1804	denovo4283	77.65	13	11	33	255	431	A128_EF656430
1805	denovo1910	74.51	17	14	34	255	431	A1.3_HE578976
1806	denovo5436	74.51	11	11	43	255	431	A111_AB190280;A12_EU792883;A107_AB207199
1807	denovo1608	74.22	11	9	46	256	431	A136_DQ865210
1808	denovo5104	71.17	14	12	55	281	431	F112_AJ291528;F4.1_AM748572
1809	denovo5526	77.11	13	16	36	284	431	F109_AJ291527
1810	denovo2557	76.41	12	14	41	284	431	F110_AJ291526
1811	denovo4912	73.94	10	15	49	284	431	F110_AJ291526
1812	denovo83	72.54	10	15	53	284	431	F110_AJ291526
1813	denovo2670	77.78	13	14	37	288	431	B14_AY239362
1814	denovo2742	76.87	10	13	45	294	431	F5.1b_AJ291535
1815	denovo4667	74.83	12	15	47	294	431	F5.1c_AM748593
1816	denovo4804	74.49	11	14	50	294	431	F5.1a_AM748591;F5.1_AM748592
1817	denovo1387	76.19	10	9	51	294	431	F5.2e_AJ291533
1818	denovo2799	74.92	15	14	46	299	431	F3.2a_AM748568
1819	denovo572	78.1	10	17	40	306	431	I2_FN561560
1820	denovo2896	76.47	10	15	47	306	431	I4_FN561562
1821	denovo910	76.47	10	15	47	306	431	I4_FN561562
1822	denovo224	76.47	12	12	48	306	431	I4_FN561562
1823	denovo4157	76.47	12	12	48	306	431	I4_FN561562
1824	denovo4406	76.47	12	12	48	306	431	I4_FN561562
1825	denovo5588	76.47	12	12	48	306	431	I4_FN561562
1826	denovo2162	74.84	15	14	48	306	431	I4_FN561562;I3_FN561561
1827	denovo5325	74.84	12	16	49	306	431	I3_FN561561
1828	denovo939	75.16	17	9	50	306	431	I4_FN561562;I3_FN561561
1829	denovo3130	74.51	12	12	54	306	431	I3_FN561561
1830	denovo2056	74.84	9	12	56	306	431	I2_FN561560
1831	denovo2056	74.18	8	13	58	306	431	I1_FN561559
1832	denovo2155	74.1	14	11	40	251	431.5	A146_EU074936
1833	denovo4986	76.59	16	11	32	252	431.5	A121_DQ174722
1834	denovo1045	74.9	15	7	42	255	431.5	A113_AF184948
1835	denovo2601	72.94	13	14	42	255	431.5	A105_AB207202
1836	denovo3116	72.55	13	8	49	255	431.5	A112_AF184949
1837	denovo3445	72.94	11	8	50	255	431.5	A4_AF333509
1838	denovo5497	73.67	8	9	57	281	431.5	F112_AJ291528
1839	denovo3701	77.46	8	12	44	284	431.5	F110_AJ291526
1840	denovo1768	73.94	11	13	50	284	431.5	F110_AJ291526
1841	denovo3823	72.18	11	11	57	284	431.5	F110_AJ291526
1842	denovo1272	72.18	9	11	59	284	431.5	F110_AJ291526
1843	denovo3906	77.21	12	14	41	294	431.5	F5.2d_AJ291530;F5.2c_AM748596;F5.2b_AM748595;F5.2g_JN558072
1844	denovo360	75.17	10	17	46	294	431.5	F5.1a_AM748591;F5.1b_AJ291535
1845	denovo5298	75.17	10	17	46	294	431.5	F5.1a_AM748591;F5.1b_AJ291535
1846	denovo4766	74.83	13	13	48	294	431.5	F5.1b_AJ291535
1847	denovo2676	72.11	14	14	54	294	431.5	F5.1d_JN558069
1848	denovo1046	71.09	16	12	57	294	431.5	F5.2e_AJ291533
1849	denovo5567	76.95	15	14	39	295	431.5	F3.4_AM748570
1850	denovo4258	74.24	12	14	50	295	431.5	F3.4b_AM748616
1851	denovo4875	72.54	19	11	51	295	431.5	F3.4b_AM748616
1852	denovo5497	78.6	12	14	38	299	431.5	F3.2a_AM748568
1853	denovo873	73.58	11	14	54	299	431.5	F3.2_AM748567
1854	denovo873	72.91	11	14	56	299	431.5	F3.2a_AM748568
1855	denovo1452	76.64	12	12	47	304	431.5	F3.1_AM748565;F114_AJ291525
1856	denovo137	74.67	10	11	56	304	431.5	F114_AJ291525
1857	denovo1575	74.67	10	11	56	304	431.5	F114_AJ291525
1858	denovo2346	74.67	10	11	56	304	431.5	F114_AJ291525
1859	denovo1704	74.18	15	17	47	306	431.5	I4_FN561562;I3_FN561561
1860	denovo562	75.82	8	12	54	306	431.5	I2_FN561560
1861	denovo4599	72.55	10	17	57	306	431.5	I1_FN561559
1862	denovo842	76	13	8	39	250	432	A11_EU449041
1863	denovo5444	74.51	14	11	40	255	432	A112_AF184949
1864	denovo4393	77.73	16	11	30	256	432	A135_DQ174727
1865	denovo3258	71.13	10	14	58	284	432	F110_AJ291526
1866	denovo5468	77.55	13	8	45	294	432	F5.2_AM748594
1867	denovo3437	74.83	13	16	45	294	432	F5.1a_AM748591;F5.1b_AJ291535
1868	denovo5449	74.15	15	10	51	294	432	F5.2d_AJ291530
1869	denovo3437	73.81	13	13	51	294	432	F5.2g_JN558072
1870	denovo4603	74.49	8	12	55	294	432	F5.1b_AJ291535
1871	denovo878	77.59	11	11	45	299	432	F3.2_AM748567
1872	denovo3957	74.25	12	11	54	299	432	F3.2a_AM748568
1873	denovo5	74.25	12	11	54	299	432	F3.2a_AM748568
1874	denovo3377	75.16	13	11	52	306	432	I2_FN561560
1875	denovo3370	73.53	8	12	61	306	432	I3_FN561561
1876	denovo2806	78.12	13	9	34	256	432.5	A136_DQ865210
1877	denovo959	76.17	13	11	37	256	432.5	A136_DQ865210
1878	denovo5359	74.11	10	13	50	282	432.5	F4.4_AM748582
1879	denovo4305	74.91	12	9	50	283	432.5	F4.7_AM748587
1880	denovo2673	75.35	13	11	46	284	432.5	F110_AJ291526
1881	denovo2983	71.83	11	11	58	284	432.5	F110_AJ291526
1882	denovo5359	78.23	13	13	38	294	432.5	F5.2_AM748594
1883	denovo5359	77.55	14	12	40	294	432.5	F1_JN558066
1884	denovo4345	77.89	9	14	42	294	432.5	F5.1c_AM748593
1885	denovo3549	71.43	9	12	63	294	432.5	F5.1d_JN558069
1886	denovo3034	72.54	19	10	52	295	432.5	F3.4b_AM748616
1887	denovo5280	74.25	13	17	47	299	432.5	F3.2a_AM748568
1888	denovo2057	73.91	13	13	52	299	432.5	F3.2a_AM748568
1889	denovo4031	75.49	15	16	44	306	432.5	I1_FN561559
1890	denovo2765	73.6	11	11	44	250	433	A11_EU449041
1891	denovo4661	77.65	15	13	29	255	433	A12_EU792883
1892	denovo4916	74.12	17	9	40	255	433	A105_AB207202
1893	denovo1026	73.73	15	11	41	255	433	A4_AF333509
1894	denovo3364	74.12	15	9	42	255	433	A105_AB207202
1895	denovo2313	77.46	11	15	38	284	433	F110_AJ291526
1896	denovo5421	76.53	12	13	44	294	433	F5.2d_AJ291530;F5.2c_AM748596;F5.2b_AM748595;F5.2g_JN558072
1897	denovo3747	73.81	11	12	54	294	433	F5.1a_AM748591
1898	denovo2559	71.09	14	10	61	294	433	F5.2g_JN558072
1899	denovo2218	74.92	10	12	52	295	433	F3.4b_AM748616
1900	denovo1472	76.14	11	14	48	306	433	I2_FN561560
1901	denovo4642	74.84	13	12	52	306	433	I4_FN561562;I3_FN561561
1902	denovo1579	73.6	17	8	41	250	433.5	A11_EU449041
1903	denovo1075	76.08	14	10	37	255	433.5	A113_AF184948
1904	denovo2279	73.73	16	12	39	255	433.5	A4_AF333509
1905	denovo3482	76.76	13	10	43	284	433.5	B23_EU449079
1906	denovo3545	75.7	13	12	44	284	433.5	F110_AJ291526
1907	denovo1977	70.07	13	10	62	284	433.5	F110_AJ291526
1908	denovo620	78.57	13	17	33	294	433.5	F5.1d_JN558069
1909	denovo3788	76.19	11	15	44	294	433.5	F5.1_AM748592;F5.1d_JN558069
1910	denovo1065	72.45	15	14	52	294	433.5	F5.1d_JN558069
1911	denovo4241	72.11	12	14	56	294	433.5	F5.1d_JN558069
1912	denovo444	78.98	11	11	40	295	433.5	F3.4b_AM748616
1913	denovo1589	76.27	17	13	40	295	433.5	F3.4a_AM748571
1914	denovo2040	71.53	17	9	58	295	433.5	F3.4b_AM748616
1915	denovo4997	76.59	17	12	41	299	433.5	F3.2a_AM748568
1916	denovo3535	73.24	10	16	54	299	433.5	F3.2a_AM748568
1917	denovo2127	75	11	11	54	304	433.5	F114_AJ291525
1918	denovo1071	77.78	12	12	44	306	433.5	I2_FN561560
1919	denovo727	77.78	11	13	44	306	433.5	I2_FN561560
1920	denovo3040	76.47	12	15	45	306	433.5	I4_FN561562;I3_FN561561
1921	denovo1687	75.16	13	14	49	306	433.5	I4_FN561562
1922	denovo816	74.84	14	10	53	306	433.5	I4_FN561562;I3_FN561561
1923	denovo1740	74.5	15	10	39	251	434	A143_EU074933
1924	denovo244	78.04	11	10	35	255	434	A112_AF184949
1925	denovo2359	73.73	14	11	42	255	434	A4_AF333509
1926	denovo3614	73.83	12	8	47	256	434	A136_DQ865210
1927	denovo4719	74.73	14	11	46	281	434	F112_AJ291528
1928	denovo5597	77.82	12	12	39	284	434	F110_AJ291526
1929	denovo5091	74.65	13	10	49	284	434	F110_AJ291526
1930	denovo1906	72.54	12	16	50	284	434	F110_AJ291526
1931	denovo4756	78.23	15	12	37	294	434	F5.2_AM748594;F5.2b_AM748595
1932	denovo3123	74.92	13	12	49	295	434	F3.4_AM748570;F3.4b_AM748616
1933	denovo3900	76.59	12	14	44	299	434	F3.2_AM748567
1934	denovo1981	76.25	13	14	44	299	434	F3.2a_AM748568
1935	denovo4914	74.18	12	12	55	306	434	I3_FN561561
1936	denovo977	75.16	9	11	56	306	434	I3_FN561561
1937	denovo5036	74.9	14	11	38	251	434.5	A16_EU792888
1938	denovo5036	74.9	13	12	38	251	434.5	A7_AY239360
1939	denovo1945	74.9	14	10	40	255	434.5	A113_AF184948
1940	denovo4720	74.9	14	10	40	255	434.5	A113_AF184948
1941	denovo2937	72.94	15	9	45	255	434.5	A113_AF184948
1942	denovo1626	69.41	14	10	54	255	434.5	A112_AF184949
1943	denovo987	73.24	13	15	48	284	434.5	F110_AJ291526
1944	denovo452	74.83	8	12	54	294	434.5	F102_AJ291534;F5.2f_AJ291512
1945	denovo2224	78.31	16	16	32	295	434.5	F3.4b_AM748616
1946	denovo1689	74.84	14	15	48	306	434.5	I4_FN561562;I3_FN561561
1947	denovo2401	74.84	14	15	48	306	434.5	I4_FN561562;I3_FN561561
1948	denovo2551	76.47	12	9	51	306	434.5	I2_FN561560
1949	denovo1446	76.1	9	15	36	251	435	A147_EU074937
1950	denovo1527	72.11	15	9	46	251	435	A116_AF183575
1951	denovo2895	77.78	16	9	31	252	435	A121_DQ174722
1952	denovo2900	75.4	13	11	38	252	435	A121_DQ174722
1953	denovo4134	75.4	13	11	38	252	435	A121_DQ174722
1954	denovo1499	74.51	13	13	39	255	435	A4_AF333509
1955	denovo2973	75.39	17	14	32	256	435	A136_DQ865210
1956	denovo4053	76.16	12	13	42	281	435	F112_AJ291528;F4.1_AM748572
1957	denovo5286	72.34	12	11	55	282	435	F4.3c_AM748581
1958	denovo2821	74.3	15	11	47	284	435	F110_AJ291526
1959	denovo3306	73.59	14	11	50	284	435	F110_AJ291526
1960	denovo855	77.89	13	15	37	294	435	F5.1d_JN558069
1961	denovo4913	74.49	10	11	54	294	435	F5.1b_AJ291535
1962	denovo4104	76.92	11	9	49	299	435	F3.2a_AM748568
1963	denovo2023	74.25	11	14	52	299	435	F3.2a_AM748568
1964	denovo2662	72.91	12	12	57	299	435	F3.2a_AM748568
1965	denovo2554	76.8	15	11	45	306	435	I1_FN561559
1966	denovo167	73.2	14	11	57	306	435	I1_FN561559
1967	denovo1055	72.22	14	10	61	306	435	I2_FN561560
1968	denovo2133	70.92	13	8	68	306	435	I4_FN561562;I3_FN561561
1969	denovo441	76.47	11	13	36	255	435.5	A107_AB207199
1970	denovo3892	73.33	17	9	42	255	435.5	A113_AF184948
1971	denovo1220	77.34	15	10	33	256	435.5	A136_DQ865210
1972	denovo2100	77.46	13	10	41	284	435.5	B23_EU449079
1973	denovo2413	70.42	13	11	60	284	435.5	F110_AJ291526
1974	denovo5520	75.17	10	12	51	294	435.5	F1_JN558066
1975	denovo286	73.9	19	13	45	295	435.5	F3.4b_AM748616
1976	denovo796	72.2	16	12	54	295	435.5	F3.3_AM748569
1977	denovo1965	76.25	17	15	39	299	435.5	F3.2a_AM748568
1978	denovo2603	76.25	17	15	39	299	435.5	F3.2a_AM748568
1979	denovo3819	74.25	11	13	53	299	435.5	F3.2a_AM748568
1980	denovo2021	75.66	15	12	47	304	435.5	F3.1_AM748565
1981	denovo1633	74.51	13	16	49	306	435.5	I4_FN561562
1982	denovo559	73.86	14	11	55	306	435.5	I4_FN561562;I3_FN561561
1983	denovo111	76.89	9	11	38	251	436	A141_EU074931;A116_AF183575;A145_EU074935
1984	denovo1170	70.52	17	6	51	251	436	A154_EU074860
1985	denovo1310	76.47	14	12	34	255	436	A112_AF184949
1986	denovo3606	76.56	13	12	35	256	436	A136_DQ865210
1987	denovo3997	74.22	17	10	39	256	436	A136_DQ865210
1988	denovo968	76.51	11	8	47	281	436	F111_AJ311949
1989	denovo1727	78.87	12	12	36	284	436	F110_AJ291526
1990	denovo4884	76.41	11	11	45	284	436	F110_AJ291526
1991	denovo857	74.3	15	12	46	284	436	F4.8b_AM748590
1992	denovo2859	74.15	16	13	47	294	436	F5.1b_AJ291535
1993	denovo4930	74.15	16	13	47	294	436	F5.1b_AJ291535
1994	denovo2267	74.83	10	9	55	294	436	F5.1d_JN558069
1995	denovo1784	75.59	10	12	50	295	436	F3.3_AM748569
1996	denovo2512	76.25	17	15	39	299	436	F3.2a_AM748568
1997	denovo2790	76.25	17	15	39	299	436	F3.2a_AM748568
1998	denovo5225	74.25	12	13	52	299	436	F3.2a_AM748568
1999	denovo3389	73.24	17	10	53	299	436	F3.2a_AM748568
2000	denovo4660	73.24	10	12	58	299	436	F3.2a_AM748568
2001	denovo5242	74.34	16	11	51	304	436	F3.1_AM748565;F114_AJ291525
2002	denovo4080	71.71	14	12	60	304	436	F3.1a_AM748566
2003	denovo3383	77.45	14	14	41	306	436	I1_FN561559
2004	denovo646	76.89	10	11	37	251	436.5	A142_EU074932
2005	denovo646	76.1	9	8	43	251	436.5	A8_AY258468
2006	denovo1787	75	20	8	35	252	436.5	A121_DQ174722
2007	denovo774	77.25	14	12	32	255	436.5	A127_EF656429;A128_EF656430
2008	denovo2381	74.12	17	8	41	255	436.5	A112_AF184949
2009	denovo1700	72.27	14	12	45	256	436.5	A136_DQ865210
2010	denovo3919	72.27	14	12	45	256	436.5	A136_DQ865210
2011	denovo2963	71.9	15	10	52	274	436.5	F110_AJ291526
2012	denovo266	75.8	11	7	50	281	436.5	F111_AJ311949
2013	denovo2577	74.3	11	8	54	284	436.5	F110_AJ291526
2014	denovo4003	75.17	13	13	47	294	436.5	F5.1d_JN558069
2015	denovo4657	75.51	9	13	50	294	436.5	F5.1_AM748592
2016	denovo1436	74.15	14	11	51	294	436.5	F1_JN558066
2017	denovo3508	72.45	14	14	53	294	436.5	F5.1d_JN558069;F5.1b_AJ291535
2018	denovo124	78.31	14	16	34	295	436.5	F3.4b_AM748616
2019	denovo3471	75.59	13	16	43	295	436.5	F3.3_AM748569
2020	denovo5323	77.93	13	14	39	299	436.5	F3.2a_AM748568
2021	denovo1895	74.25	13	10	54	299	436.5	F3.2a_AM748568
2022	denovo1228	71.57	10	13	62	299	436.5	F3.2a_AM748568
2023	denovo2438	77.3	11	18	40	304	436.5	F3.1_AM748565
2024	denovo4082	77.3	11	18	40	304	436.5	F3.1_AM748565
2025	denovo5089	77.3	11	18	40	304	436.5	F3.1_AM748565
2026	denovo4771	77.12	15	10	45	306	436.5	I1_FN561559
2027	denovo670	74.18	17	12	50	306	436.5	I4_FN561562
2028	denovo4136	74.51	12	13	53	306	436.5	I2_FN561560
2029	denovo2166	77.66	11	19	54	376	436.5	D1.2_AM748617
2030	denovo430	78.82	13	13	28	255	437	A104_AB207203
2031	denovo430	78.04	13	13	30	255	437	A128_EF656430;A110_AB190282
2032	denovo2823	75.69	14	14	34	255	437	A9_EU449028;A1.3_HE578976
2033	denovo794	73.33	22	10	36	255	437	A113_AF184948
2034	denovo1118	73.73	15	14	38	255	437	A12_EU792883
2035	denovo430	72.16	14	9	48	255	437	A113_AF184948
2036	denovo3172	78.05	8	12	43	287	437	G3.4_LK392378
2037	denovo3156	75.69	16	13	41	288	437	B6_AF499783
2038	denovo2200	78.23	13	14	37	294	437	F1_JN558066
2039	denovo3727	76.19	12	13	45	294	437	F5.2d_AJ291530;F5.2c_AM748596
2040	denovo4624	74.15	15	16	45	294	437	F5.2c_AM748596
2041	denovo1978	74.83	13	12	49	294	437	F102_AJ291534
2042	denovo948	73.81	13	15	49	294	437	F5.2g_JN558072
2043	denovo1427	74.15	11	13	52	294	437	F1_JN558066
2044	denovo2	76.25	14	13	44	299	437	F3.2a_AM748568
2045	denovo4043	75.59	15	14	44	299	437	F3.2a_AM748568
2046	denovo2187	76.25	11	11	49	299	437	F3.2_AM748567
2047	denovo3365	74.92	12	12	51	299	437	F3.2a_AM748568
2048	denovo1937	73.24	16	10	54	299	437	F3.2a_AM748568
2049	denovo5121	76.32	14	11	47	304	437	F3.1_AM748565;F114_AJ291525
2050	denovo4232	76.8	13	15	43	306	437	I4_FN561562;I3_FN561561
2051	denovo2720	76.14	11	14	48	306	437	I1_FN561559
