otu	sim	del	ins	mis	len	score	hit
934	denovo4762	75.7	15	11	43	284	384.5	F110_AJ291526
935	denovo197	72.89	12	7	58	284	384.5	F109_AJ291527
936	denovo2056	72.89	12	7	58	284	384.5	F109_AJ291527
937	denovo1929	73.81	15	13	49	294	384.5	F5.1b_AJ291535
938	denovo4191	73.9	10	17	50	295	384.5	F3.4b_AM748616;F3.4a_AM748571
939	denovo2415	74.92	9	13	53	299	384.5	F3.2a_AM748568
940	denovo1929	74.34	13	19	46	304	384.5	F3.1_AM748565;F114_AJ291525
941	denovo5474	75	14	15	47	304	384.5	F114_AJ291525
942	denovo1901	74.18	8	15	56	306	384.5	I2_FN561560
943	denovo3761	75.3	16	12	34	251	385	A9_EU449028
944	denovo4871	71.37	15	14	44	255	385	A9_EU449028
945	denovo1197	69.29	14	9	63	280	385	F4.2b_AM748576
946	denovo3814	69.29	14	9	63	280	385	F4.2b_AM748576
947	denovo1288	70.07	16	15	57	294	385	F5.2f_AJ291512
948	denovo2986	75.99	7	16	50	304	385	F114_AJ291525
949	denovo89	73.86	14	16	50	306	385	I1_FN561559
950	denovo4308	72.88	14	11	58	306	385	I4_FN561562;I3_FN561561
951	denovo4308	72.88	13	12	58	306	385	I2_FN561560
952	denovo4302	75.29	8	8	47	255	385.5	A113_AF184948
953	denovo1397	71.53	19	10	51	281	385.5	F4.4a_AM748583
954	denovo4106	73.24	20	14	42	284	385.5	F110_AJ291526
955	denovo3909	70.42	8	9	67	284	385.5	F4.5_AM748585
956	denovo3421	73.1	9	16	53	290	385.5	G4_AM748601
957	denovo2445	74.92	14	12	49	299	385.5	F3.2a_AM748568
958	denovo4546	74.92	14	12	49	299	385.5	F3.2a_AM748568
959	denovo2280	75.33	13	15	47	304	385.5	F3.1_AM748565
960	denovo4951	75.33	11	12	52	304	385.5	F114_AJ291525
961	denovo5436	71.9	12	17	57	306	385.5	I1_FN561559
962	denovo730	70.26	9	15	67	306	385.5	I1_FN561559
963	denovo261	74.83	11	15	46	286	386	B4_AF333510
964	denovo4060	73.56	13	14	51	295	386	F3.4a_AM748571
965	denovo5633	73.56	13	14	51	295	386	F3.4a_AM748571
966	denovo5287	69.01	7	10	71	284	386.5	F110_AJ291526
967	denovo604	75.93	14	16	41	295	386.5	F3.4b_AM748616
968	denovo4557	71.91	11	13	60	299	386.5	F3.2a_AM748568
969	denovo4428	74.84	13	16	48	306	386.5	I4_FN561562;I3_FN561561
970	denovo1878	71.9	11	17	58	306	386.5	I1_FN561559
971	denovo195	74.51	18	14	33	255	387	A9_EU449028
972	denovo195	73.15	15	10	44	257	387	A133_DQ174725
973	denovo2501	73.31	13	11	51	281	387	F112_AJ291528
974	denovo2575	72.6	12	12	53	281	387	F111_AJ311949
975	denovo515	72.18	15	12	52	284	387	F110_AJ291526
976	denovo2681	76.8	9	22	40	306	387	I4_FN561562;I3_FN561561
977	denovo1146	74.65	19	15	38	284	387.5	F109_AJ291527
978	denovo2787	74.65	19	15	38	284	387.5	F109_AJ291527
979	denovo4591	77.46	9	10	45	284	387.5	F110_AJ291526
980	denovo5393	73.56	12	14	52	295	387.5	F3.4a_AM748571
981	denovo2849	74.25	13	11	53	299	387.5	F3.2a_AM748568
982	denovo2436	72.76	14	13	43	257	388	A133_DQ174725
983	denovo3373	71.17	12	11	58	281	388	F111_AJ311949
984	denovo4992	71.17	12	11	58	281	388	F111_AJ311949
985	denovo320	75.25	15	14	44	295	388	F3.4b_AM748616
986	denovo792	74.9	16	10	37	251	388.5	A112_AF184949
987	denovo53	72.94	12	12	45	255	388.5	A12_EU792883
988	denovo1166	74.92	11	16	48	299	388.5	F3.2a_AM748568
989	denovo5257	74.92	11	16	48	299	388.5	F3.2a_AM748568
990	denovo5674	76.64	12	11	48	304	388.5	F114_AJ291525
991	denovo3163	78.43	13	17	36	306	388.5	I4_FN561562;I3_FN561561
992	denovo150	75.82	12	13	49	306	388.5	I2_FN561560
993	denovo5395	75.82	12	13	49	306	388.5	I2_FN561560
994	denovo4038	72.55	10	18	56	306	388.5	I1_FN561559
995	denovo647	76.86	14	10	35	255	389	A113_AF184948
996	denovo1565	76.06	10	10	48	284	389	F110_AJ291526
997	denovo3709	73.29	10	12	56	292	389	F2_AJ830908
998	denovo3759	76.61	13	12	44	295	389	F3.4a_AM748571
999	denovo4789	76.92	16	13	40	299	389	F3.2a_AM748568
1000	denovo2191	74.84	11	17	49	306	389	I3_FN561561
1001	denovo4118	71.24	10	11	67	306	389	I4_FN561562
1002	denovo1708	67.65	7	13	79	306	389	I1_FN561559
1003	denovo519	73.31	14	12	41	251	389.5	A154_EU074860
1004	denovo1251	75.35	15	14	41	284	389.5	E110_EU074914
1005	denovo129	69.72	9	11	66	284	389.5	F110_AJ291526
1006	denovo2047	69.72	9	11	66	284	389.5	F110_AJ291526
1007	denovo4776	76.61	9	16	44	295	389.5	F3.4a_AM748571
1008	denovo1436	77.12	16	14	40	306	389.5	I2_FN561560
1009	denovo600	75.82	16	14	44	306	389.5	I2_FN561560
1010	denovo2736	76.06	15	15	38	284	390	F110_AJ291526
1011	denovo4631	74.32	10	14	51	292	390	F2_AJ830908
1012	denovo5249	74.18	12	16	51	306	390	I4_FN561562
1013	denovo471	75.2	7	14	41	250	390.5	A11_EU449041
1014	denovo594	75.8	10	10	48	281	390.5	F112_AJ291528
1015	denovo4655	74.3	12	9	52	284	390.5	F110_AJ291526
1016	denovo471	77.05	9	16	42	292	390.5	F5.2d_AJ291530;F5.2c_AM748596;F5.2b_AM748595
1017	denovo177	73.29	9	12	57	292	390.5	F2_AJ830908
1018	denovo4324	73.29	9	12	57	292	390.5	F2_AJ830908
1019	denovo3024	75.17	8	15	50	294	390.5	F5.2e_AJ291533
1020	denovo3001	74.1	14	10	41	251	391	A147_EU074937
1021	denovo659	72.86	12	11	53	280	391	F4.2b_AM748576
1022	denovo1104	72.95	9	14	53	281	391	F112_AJ291528
1023	denovo973	77.11	11	11	43	284	391	F110_AJ291526
1024	denovo4662	73.81	14	10	53	294	391	F5.2d_AJ291530
1025	denovo1286	77.96	9	15	43	304	391	F114_AJ291525
1026	denovo5360	77.45	15	11	43	306	391	I1_FN561559
1027	denovo650	69.04	11	13	63	281	391.5	F112_AJ291528
1028	denovo5512	76.76	13	11	42	284	391.5	F110_AJ291526
1029	denovo5286	71.83	20	14	46	284	391.5	F110_AJ291526
1030	denovo2816	73.03	12	10	60	304	391.5	F114_AJ291525
1031	denovo2807	71.89	13	12	54	281	392	F111_AJ311949
1032	denovo4601	73.59	11	14	50	284	392	F109_AJ291527
1033	denovo2295	73.56	16	17	45	295	392	F3.4a_AM748571
1034	denovo1156	76.97	13	11	46	304	392	F114_AJ291525
1035	denovo3206	75.33	13	12	50	304	392	F114_AJ291525
1036	denovo5118	73.68	11	15	54	304	392	F3.1a_AM748566
1037	denovo5031	70.71	14	13	55	280	392.5	F4.2b_AM748576
1038	denovo27	74.38	14	13	45	281	392.5	F112_AJ291528;F4.1_AM748572
1039	denovo830	75.35	11	16	43	284	392.5	F109_AJ291527
1040	denovo4055	74.67	11	11	55	304	392.5	F114_AJ291525
1041	denovo2546	76.87	11	15	39	281	393	F112_AJ291528
1042	denovo3908	73.94	13	10	51	284	393	F110_AJ291526
1043	denovo2451	72.89	14	12	51	284	393	F110_AJ291526
1044	denovo5101	71.48	16	12	53	284	393	F110_AJ291526
1045	denovo4571	75.17	14	16	43	294	393	F102_AJ291534
1046	denovo4378	72.22	15	11	59	306	393	I2_FN561560
1047	denovo4386	78.04	13	13	30	255	393.5	A105_AB207202
1048	denovo4386	77.25	14	12	32	255	393.5	A1.4_HE578977;A128_EF656430
1049	denovo4614	74.12	8	14	44	255	393.5	A113_AF184948
1050	denovo695	72.82	11	10	57	287	393.5	G3.3_LK392377
1051	denovo3381	74.92	11	15	48	295	393.5	F3.4a_AM748571
1052	denovo3653	75.25	11	13	49	295	393.5	F3.4b_AM748616
1053	denovo2420	74.24	10	17	49	295	393.5	F3.4b_AM748616;F3.4a_AM748571
1054	denovo4334	74.24	10	17	49	295	393.5	F3.4b_AM748616;F3.4a_AM748571
1055	denovo5514	74.24	10	17	49	295	393.5	F3.4b_AM748616;F3.4a_AM748571
1056	denovo4113	75.92	9	14	49	299	393.5	F3.2_AM748567
1057	denovo1634	74.58	10	15	51	299	393.5	F3.2a_AM748568
1058	denovo4598	72.58	13	14	55	299	393.5	F3.2a_AM748568
1059	denovo4510	69.57	11	15	65	299	393.5	F3.2a_AM748568
1060	denovo2236	73.2	10	11	46	250	394	A11_EU449041
1061	denovo170	71.48	15	7	51	256	394	A136_DQ865210
1062	denovo3885	70.71	13	13	56	280	394	F4.2b_AM748576
1063	denovo2403	70.51	11	13	63	295	394	F3.4a_AM748571
1064	denovo3322	72.88	13	16	54	306	394	I2_FN561560
1065	denovo5388	75.7	13	13	35	251	394.5	A154_EU074860
1066	denovo4339	75.29	10	12	41	255	394.5	A113_AF184948
1067	denovo2568	74.91	8	14	50	287	394.5	E100_DQ011618
1068	denovo956	74.58	11	18	46	295	394.5	F3.4b_AM748616;F3.4a_AM748571
1069	denovo48	75.59	14	11	48	299	394.5	F3.2a_AM748568
1070	denovo1763	75.82	15	16	43	306	394.5	I2_FN561560
1071	denovo4100	72.55	12	14	58	306	394.5	I1_FN561559
1072	denovo4714	74.3	13	10	50	284	395	F110_AJ291526
1073	denovo97	71.48	13	11	57	284	395	F110_AJ291526
1074	denovo2584	78.75	9	13	39	287	395	E100_DQ011618
1075	denovo2827	73.9	13	14	50	295	395	F3.4a_AM748571
1076	denovo4552	71.24	10	15	61	299	395	F3.2a_AM748568
1077	denovo3582	72.37	8	12	64	304	395	F3.1a_AM748566
1078	denovo2260	72.88	12	11	60	306	395	I2_FN561560
1079	denovo3227	75.63	15	8	45	279	395.5	F4.4b_AM748584
1080	denovo3284	73.48	14	9	51	279	395.5	F4.4b_AM748584
1081	denovo812	76.06	16	14	38	284	395.5	B23_EU449079
1082	denovo2113	75.35	13	13	44	284	395.5	F110_AJ291526
1083	denovo1917	72.54	10	15	53	284	395.5	F110_AJ291526
1084	denovo3896	75.25	14	15	45	299	395.5	F3.2a_AM748568
1085	denovo3295	78.43	10	13	43	306	395.5	I1_FN561559
1086	denovo3295	76.47	10	19	43	306	395.5	I4_FN561562;I3_FN561561
1087	denovo4861	74.18	11	15	53	306	395.5	I4_FN561562
1088	denovo5466	75	11	12	50	292	396	F2b_AJ291521
1089	denovo2290	74.01	12	15	52	304	396	F3.1a_AM748566
1090	denovo5335	77.78	12	18	38	306	396	I1_FN561559
1091	denovo1453	76.62	9	17	39	278	396.5	B1b_AF499780
1092	denovo4436	75	9	13	49	284	396.5	F109_AJ291527
1093	denovo2861	70.23	15	14	60	299	396.5	F3.2a_AM748568
1094	denovo2349	74.67	7	10	60	304	396.5	F114_AJ291525
1095	denovo2184	74.51	15	18	45	306	396.5	I1_FN561559
1096	denovo374	75.16	10	12	54	306	396.5	I3_FN561561
1097	denovo885	78.14	12	13	29	247	397	A141_EU074931;A116_AF183575
1098	denovo5377	71.53	12	11	57	281	397	F111_AJ311949
1099	denovo2239	78.52	12	13	36	284	397	F110_AJ291526
1100	denovo619	72.18	18	12	49	284	397	F110_AJ291526
1101	denovo619	72.18	17	13	49	284	397	F4.5_AM748585
1102	denovo748	72.54	12	11	55	284	397	F110_AJ291526
1103	denovo3454	75.59	12	15	45	295	397	F3.4a_AM748571
1104	denovo602	75.25	15	17	42	299	397	F3.2a_AM748568
1105	denovo3356	77.12	11	18	41	306	397	I1_FN561559
1106	denovo982	75.49	13	14	48	306	397	I1_FN561559
1107	denovo5665	72.55	13	16	55	306	397	I2_FN561560
1108	denovo3006	73.84	14	10	49	279	397.5	F4.4b_AM748584
1109	denovo739	73.31	14	9	52	281	397.5	F4.1_AM748572
1110	denovo739	72.6	14	9	54	281	397.5	F4.1a_AM748573
1111	denovo1530	78.17	13	15	34	284	397.5	F110_AJ291526
1112	denovo1686	78.17	13	15	34	284	397.5	F110_AJ291526
1113	denovo2378	73.22	11	15	53	295	397.5	F3.4_AM748570
1114	denovo1360	75.25	11	16	47	299	397.5	F3.2a_AM748568
1115	denovo2210	75.25	11	16	47	299	397.5	F3.2a_AM748568
1116	denovo4069	72.91	13	9	59	299	397.5	F3.2a_AM748568
1117	denovo4697	75	11	9	56	304	397.5	F114_AJ291525
1118	denovo2384	71.71	8	14	64	304	397.5	F3.1a_AM748566
1119	denovo5545	74.18	12	16	51	306	397.5	I1_FN561559
1120	denovo1421	71.9	10	16	60	306	397.5	I1_FN561559
1121	denovo2266	78.04	15	11	30	255	398	A112_AF184949
1122	denovo4748	77.25	10	15	33	255	398	A103_AB207206;A107_AB207199
1123	denovo772	79.23	10	13	36	284	398	B23_EU449079
1124	denovo1088	74.01	13	19	47	304	398	F114_AJ291525
1125	denovo2691	74.34	11	16	51	304	398	F3.1_AM748565
1126	denovo3057	73.68	12	16	52	304	398	F3.1a_AM748566
1127	denovo2242	75.16	11	17	48	306	398	I3_FN561561
1128	denovo883	75.16	11	17	48	306	398	I3_FN561561
1129	denovo4318	74.55	16	14	41	279	398.5	F4.4b_AM748584
1130	denovo1036	73.31	11	10	54	281	398.5	F4.1a_AM748573
1131	denovo3710	72.18	12	14	53	284	398.5	F110_AJ291526
1132	denovo1039	71.13	17	8	57	284	398.5	F109_AJ291527
1133	denovo3681	73.03	12	18	52	304	398.5	F114_AJ291525
1134	denovo5423	74.34	10	12	56	304	398.5	F114_AJ291525
1135	denovo5387	76.14	16	14	43	306	398.5	I2_FN561560
1136	denovo116	73.05	13	12	51	282	399	F4.4_AM748582
1137	denovo426	72.54	18	14	46	284	399	F110_AJ291526
1138	denovo4884	74.3	13	13	47	284	399	F109_AJ291527
1139	denovo1749	73.87	12	14	49	287	399	E108_EU074912
1140	denovo4724	74.66	10	14	50	292	399	F2_AJ830908
1141	denovo5185	71.77	9	13	61	294	399	F5.1a_AM748591;F5.1b_AJ291535
1142	denovo4045	73.53	14	14	53	306	399	I3_FN561561
1143	denovo2020	73.86	12	15	53	306	399	I4_FN561562;I3_FN561561
1144	denovo5252	78.52	10	11	40	284	399.5	E111_EU074915
1145	denovo176	76.76	11	10	45	284	399.5	F109_AJ291527
1146	denovo5513	73.63	9	12	56	292	399.5	F2_AJ830908
1147	denovo4107	74.8	7	12	44	250	400	A11_EU449041
1148	denovo4489	74.3	10	14	49	284	400	F109_AJ291527
1149	denovo5123	72.82	14	11	53	287	400	G100_AB253788
1150	denovo852	72.58	15	17	50	299	400	F3.2a_AM748568
1151	denovo2122	77.78	16	14	38	306	400	I4_FN561562;I3_FN561561
1152	denovo1050	76.8	12	17	42	306	400	I1_FN561559
1153	denovo4963	76.47	12	9	39	255	400.5	A113_AF184948
1154	denovo2103	74.55	17	10	44	279	400.5	F4.4b_AM748584
1155	denovo3440	74.65	10	10	52	284	400.5	F109_AJ291527
1156	denovo4506	71.91	12	16	56	299	400.5	F3.2a_AM748568
1157	denovo1659	73.68	11	14	55	304	400.5	F3.1a_AM748566
1158	denovo2645	75.82	14	13	47	306	400.5	I2_FN561560
1159	denovo2645	75.16	13	14	49	306	400.5	I3_FN561561
1160	denovo860	72.88	12	10	61	306	401	I3_FN561561
1161	denovo1838	71.07	14	13	54	280	401.5	F4.2b_AM748576
1162	denovo1200	74.73	14	13	44	281	401.5	F112_AJ291528;F4.1_AM748572
1163	denovo1227	74.73	14	13	44	281	401.5	F112_AJ291528;F4.1_AM748572
1164	denovo212	74.73	14	13	44	281	401.5	F112_AJ291528;F4.1_AM748572
1165	denovo4619	74.73	14	13	44	281	401.5	F112_AJ291528;F4.1_AM748572
1166	denovo5635	74.73	14	13	44	281	401.5	F112_AJ291528;F4.1_AM748572
1167	denovo1855	72.88	14	14	52	295	401.5	F3.4b_AM748616
1168	denovo3359	76.97	15	18	37	304	401.5	F3.1_AM748565;F114_AJ291525
1169	denovo1889	75.99	16	15	42	304	401.5	F3.1_AM748565;F114_AJ291525
1170	denovo2298	77.73	11	12	32	247	402	A141_EU074931;A116_AF183575
1171	denovo838	72.04	11	12	55	279	402	F4.4b_AM748584
1172	denovo2856	77.94	10	14	38	281	402	F112_AJ291528
1173	denovo1617	77.22	11	15	38	281	402	F112_AJ291528
1174	denovo4287	77.22	11	15	38	281	402	F112_AJ291528
1175	denovo1259	74.3	13	10	50	284	402	F110_AJ291526
1176	denovo2255	74.3	13	10	50	284	402	F110_AJ291526
1177	denovo1886	76.71	10	13	45	292	402	F2b_AJ291521
1178	denovo754	72.79	12	12	56	294	402	F5.1_AM748592
1179	denovo754	72.11	12	12	58	294	402	F5.1a_AM748591;F5.1b_AJ291535
1180	denovo4128	77.63	12	14	40	295	402	F3.4b_AM748616
1181	denovo5448	75.25	13	16	45	299	402	F3.2a_AM748568
1182	denovo4936	76.14	12	12	49	306	402	I3_FN561561
1183	denovo4310	73.86	11	13	56	306	402	I1_FN561559
1184	denovo2639	72.55	15	11	58	306	402	I2_FN561560
1185	denovo5500	72.27	16	10	45	256	402.5	A136_DQ865210
1186	denovo2368	76.16	12	12	43	281	402.5	F111_AJ311949
1187	denovo4209	74.65	12	15	45	284	402.5	F4.5_AM748585
1188	denovo680	74.58	10	17	48	295	402.5	F3.4b_AM748616;F3.4a_AM748571
1189	denovo1850	75.49	15	17	43	306	402.5	I4_FN561562;I3_FN561561
1190	denovo1031	71.24	15	15	58	306	402.5	I1_FN561559
1191	denovo1040	75.44	12	10	47	281	403	F4.1a_AM748573
1192	denovo841	75.44	12	10	47	281	403	F4.1a_AM748573
1193	denovo270	71.17	18	11	52	281	403	F4.4a_AM748583
1194	denovo5056	78.76	7	17	41	306	403	I2_FN561560
1195	denovo5416	74.84	13	16	48	306	403	I1_FN561559
1196	denovo1445	77.46	9	14	41	284	403.5	F109_AJ291527
1197	denovo1469	76.87	12	18	38	294	403.5	F5.1d_JN558069
1198	denovo3824	71.09	12	12	61	294	403.5	F1_JN558066
1199	denovo1521	74.92	12	12	51	299	403.5	F3.2a_AM748568
1200	denovo4659	76.8	16	15	40	306	403.5	I2_FN561560
1201	denovo537	76.14	15	16	42	306	403.5	I2_FN561560
1202	denovo3803	75.16	13	15	48	306	403.5	I2_FN561560
1203	denovo367	72.88	12	14	57	306	403.5	I1_FN561559
1204	denovo4617	72.55	12	10	62	306	403.5	I2_FN561560
1205	denovo1905	74.4	15	12	37	250	404	A11_EU449041
1206	denovo5400	76.08	10	8	43	255	404	A112_AF184949
1207	denovo5400	71.76	13	8	51	255	404	A113_AF184948
1208	denovo469	74.22	12	7	47	256	404	A136_DQ865210
1209	denovo425	76.76	13	11	42	284	404	F110_AJ291526
1210	denovo3342	77.3	10	13	46	304	404	F114_AJ291525
1211	denovo3780	78.1	11	14	42	306	404	I1_FN561559
1212	denovo2022	76.06	13	11	44	284	404.5	F110_AJ291526
1213	denovo4626	75.99	10	16	47	304	404.5	F114_AJ291525
1214	denovo4626	74.67	9	17	51	304	404.5	F3.1a_AM748566
1215	denovo3810	76.8	13	15	43	306	404.5	I1_FN561559
1216	denovo1404	72.22	13	18	54	306	404.5	I4_FN561562
1217	denovo3162	76.08	16	13	32	255	405	A113_AF184948
1218	denovo4431	74.02	12	13	48	281	405	F111_AJ311949
1219	denovo1292	72.44	14	14	50	283	405	F4.7_AM748587
1220	denovo4095	76.53	13	15	41	294	405	F5.2f_AJ291512
1221	denovo2845	75.51	15	12	45	294	405	F102_AJ291534
1222	denovo4095	75.17	13	15	45	294	405	F5.1d_JN558069
1223	denovo813	74.92	16	18	41	299	405	F3.2a_AM748568
1224	denovo4259	70.72	15	9	65	304	405	F114_AJ291525
1225	denovo3282	76.8	13	12	46	306	405	I4_FN561562
1226	denovo1796	74.84	13	15	49	306	405	I4_FN561562
1227	denovo3040	72.55	12	10	62	306	405	I4_FN561562;I3_FN561561
1228	denovo2018	74.19	15	10	47	279	405.5	F4.4b_AM748584
1229	denovo2598	74.19	15	10	47	279	405.5	F4.4b_AM748584
1230	denovo4901	76.19	9	11	50	294	405.5	F5.1_AM748592
1231	denovo605	74.15	11	15	50	294	405.5	F5.2b_AM748595
1232	denovo343	71.77	14	13	56	294	405.5	F5.2g_JN558072
1233	denovo2208	76.59	9	13	48	299	405.5	F3.2_AM748567
1234	denovo2132	73.36	13	14	54	304	405.5	F3.1_AM748565;F114_AJ291525
1235	denovo5301	75.49	10	12	53	306	405.5	I3_FN561561
1236	denovo2163	75.69	13	12	37	255	406	A105_AB207202
1237	denovo3209	74.11	15	11	47	282	406	F4.4_AM748582
1238	denovo5342	74.66	17	9	48	292	406	F2_AJ830908;F2a_AJ830911
1239	denovo661	74.66	17	9	48	292	406	F2_AJ830908;F2a_AJ830911
1240	denovo3321	76.19	12	12	46	294	406	F5.1_AM748592
1241	denovo2163	76.59	14	8	48	299	406	F3.2_AM748567
1242	denovo453	74.51	11	11	56	306	406	I2_FN561560
1243	denovo2044	71.57	14	13	60	306	406	I1_FN561559
1244	denovo603	74.19	14	10	48	279	406.5	F4.4b_AM748584
1245	denovo2212	73.67	14	9	51	281	406.5	F4.1_AM748572
1246	denovo2212	72.95	14	9	53	281	406.5	F4.1a_AM748573
1247	denovo3927	78.52	13	14	34	284	406.5	F110_AJ291526
1248	denovo3027	77.11	13	16	36	284	406.5	B23_EU449079
1249	denovo4117	75	13	13	45	284	406.5	F110_AJ291526
1250	denovo2327	73.59	12	12	51	284	406.5	F110_AJ291526
1251	denovo5432	74.15	10	15	51	294	406.5	F5.2b_AM748595
1252	denovo5404	73.58	15	10	54	299	406.5	F3.2a_AM748568
1253	denovo1361	76.14	15	13	45	306	406.5	I2_FN561560
1254	denovo1029	76.8	10	12	36	250	407	A11_EU449041
1255	denovo4980	72.24	11	13	54	281	407	F112_AJ291528
1256	denovo1451	79.58	10	13	35	284	407	B23_EU449079
1257	denovo4794	74.32	16	13	46	292	407	F2b_AJ291521
1258	denovo235	75.82	15	12	47	306	407	I2_FN561560
1259	denovo2009	74.73	10	15	46	281	407.5	F112_AJ291528
1260	denovo3429	74.73	10	15	46	281	407.5	F112_AJ291528
1261	denovo831	74.73	10	15	46	281	407.5	F112_AJ291528
1262	denovo4508	78.52	11	15	35	284	407.5	F110_AJ291526
1263	denovo745	80.28	8	7	41	284	407.5	F110_AJ291526
1264	denovo3250	77.82	9	13	41	284	407.5	F109_AJ291527
1265	denovo4168	72.54	12	14	52	284	407.5	F110_AJ291526
1266	denovo2829	74.58	13	12	51	299	407.5	F3.2a_AM748568
1267	denovo3201	74.58	13	12	51	299	407.5	F3.2a_AM748568
1268	denovo99	74.25	11	13	53	299	407.5	F3.2a_AM748568
1269	denovo745	77.3	7	13	49	304	407.5	F3.1_AM748565;F114_AJ291525
1270	denovo2398	76.47	16	14	42	306	407.5	I2_FN561560
1271	denovo806	72.4	11	8	50	250	408	A11_EU449041
1272	denovo2629	74.02	11	12	50	281	408	F111_AJ311949
1273	denovo2135	77.11	13	17	35	284	408	F110_AJ291526
1274	denovo3787	73.94	11	11	52	284	408	F110_AJ291526
1275	denovo5480	73.94	11	11	52	284	408	F110_AJ291526
1276	denovo4914	70.77	15	15	53	284	408	F110_AJ291526
1277	denovo322	73.26	14	14	49	288	408	B6_AF499783
1278	denovo4657	77.21	16	13	38	294	408	F5.2f_AJ291512
1279	denovo997	77.55	13	15	38	294	408	F5.1d_JN558069
1280	denovo3261	75.49	13	18	44	306	408	I4_FN561562
1281	denovo693	75.29	11	11	41	255	408.5	A113_AF184948
1282	denovo418	75.1	16	10	38	257	408.5	A133_DQ174725
1283	denovo1293	73.97	9	12	55	292	408.5	F2_AJ830908
1284	denovo1571	74.24	14	13	49	295	408.5	F3.4_AM748570;F3.4b_AM748616
1285	denovo380	76.25	14	16	41	299	408.5	F3.2a_AM748568
1286	denovo3508	75.25	11	16	47	299	408.5	F3.2_AM748567
1287	denovo458	76.25	11	10	50	299	408.5	F3.2a_AM748568
1288	denovo4488	74.25	10	14	53	299	408.5	F3.2a_AM748568
1289	denovo2739	72.58	15	14	53	299	408.5	F3.2a_AM748568
1290	denovo3289	76.32	12	9	51	304	408.5	F3.1_AM748565;F114_AJ291525
1291	denovo95	73.53	12	12	57	306	408.5	I1_FN561559
1292	denovo702	72.6	9	14	54	281	409	F112_AJ291528;F4.1_AM748572
1293	denovo163	74.56	11	13	48	283	409	B33_GU907648
1294	denovo2825	75.92	13	18	41	299	409	F3.2a_AM748568
1295	denovo2019	74.67	11	10	56	304	409	F3.1_AM748565
1296	denovo3343	74.67	11	10	56	304	409	F3.1_AM748565
1297	denovo721	75.82	16	12	46	306	409	I2_FN561560
1298	denovo4341	69.93	16	15	61	306	409	I1_FN561559
1299	denovo2474	74.73	12	13	46	281	409.5	F4.1a_AM748573
1300	denovo3033	74.65	15	14	43	284	409.5	F4.8b_AM748590
1301	denovo4471	76.06	11	12	45	284	409.5	F109_AJ291527
1302	denovo4903	71.78	11	11	59	287	409.5	E100_DQ011618
1303	denovo467	72.45	15	14	52	294	409.5	F5.2g_JN558072
1304	denovo2119	72.45	14	15	52	294	409.5	F102_AJ291534
1305	denovo722	71.43	14	13	57	294	409.5	F5.2e_AJ291533
1306	denovo3950	76.64	13	10	48	304	409.5	F3.1_AM748565;F114_AJ291525
1307	denovo5296	75.49	13	10	52	306	409.5	I4_FN561562
1308	denovo4805	74.02	11	10	52	281	410	F111_AJ311949
1309	denovo849	74.02	11	10	52	281	410	F111_AJ311949
1310	denovo466	77.82	17	14	32	284	410	F110_AJ291526
1311	denovo2305	75	16	9	46	284	410	F110_AJ291526
1312	denovo4961	74.65	8	15	49	284	410	F110_AJ291526
1313	denovo181	72.18	8	12	59	284	410	F109_AJ291527
1314	denovo4878	72.18	8	12	59	284	410	F109_AJ291527
1315	denovo5555	76.25	10	12	49	299	410	F3.2a_AM748568
1316	denovo1942	77.45	16	19	48	368	410	D1.1_AM748564
1317	denovo5529	76.86	12	7	40	255	410.5	A128_EF656430;A1.3_HE578976
1318	denovo1043	73.93	11	12	44	257	410.5	A133_DQ174725
1319	denovo4682	73.13	9	17	53	294	410.5	F5.1a_AM748591
1320	denovo5371	73.2	11	15	56	306	410.5	I1_FN561559
1321	denovo4684	76.4	10	11	38	250	411	A11_EU449041
1322	denovo5231	75.29	18	12	33	255	411	A113_AF184948
1323	denovo5362	75.7	17	16	36	284	411	F110_AJ291526
1324	denovo2306	74.65	13	10	49	284	411	F110_AJ291526
1325	denovo1603	73.94	13	12	49	284	411	B23_EU449079
1326	denovo1698	72.54	8	9	61	284	411	F110_AJ291526
1327	denovo2808	72.82	14	11	53	287	411	G100_AB253788
1328	denovo1632	73.47	16	9	53	294	411	F5.2b_AM748595
1329	denovo5145	73.47	16	9	53	294	411	F5.2b_AM748595
1330	denovo218	71.43	10	12	62	294	411	F5.1a_AM748591
1331	denovo1543	78.29	11	12	43	304	411	F3.1_AM748565;F114_AJ291525
1332	denovo5039	78.29	9	14	43	304	411	F3.1_AM748565
1333	denovo5132	71.05	10	15	63	304	411	F114_AJ291525
1334	denovo1098	75.82	11	16	47	306	411	I3_FN561561
1335	denovo1719	72.88	15	11	57	306	411	I2_FN561560
1336	denovo4034	73.84	14	8	51	279	411.5	F4.4b_AM748584
1337	denovo2994	71.43	14	13	53	280	411.5	F4.2b_AM748576
1338	denovo3756	76.51	11	11	44	281	411.5	F112_AJ291528
1339	denovo2468	77.4	7	16	43	292	411.5	F2b_AJ291521
1340	denovo2265	76.19	15	13	42	294	411.5	F5.1_AM748592
1341	denovo472	75.51	10	16	46	294	411.5	F5.2b_AM748595
1342	denovo2682	72.27	15	7	49	256	412	A136_DQ865210
1343	denovo2043	77.29	8	14	45	295	412	F3.4a_AM748571
1344	denovo2675	77.45	12	14	43	306	412	I1_FN561559
